Former code,Subdivision name,Wilayas and provinces in economic region
MA-CE,Centre,AZI
MA-CN,Centre-Nord,HOC
MA-CS,Centre-Sud,HAJ
MA-ES,Est,BER
MA-NO,Nord-Ouest,CHE
MA-SU,Sud,AGD
MA-TS,Tensift,HAO
