Code,Subdivision name ,Subdivision category
PY-ASU,Asunción,capital
PY-16,Alto Paraguay,department
PY-10,Alto Paraná,department
PY-13,Amambay,department
PY-19,Boquerón,department
,Caaguazú,department
,Caazapá,department
PY-14,Canindeyú,department
PY-11,Central,department
,Concepción,department
,Cordillera,department
,Guairá,department
,Itapúa,department
,Misiones,department
PY-12,Ñeembucú,department
,Paraguarí,department
PY-15,Presidente Hayes,department
,San Pedro,department
