Code,Subdivision name ,Subdivision name 
BD-A,Barisal,বরিশাল
BD-B,Chittagong,চট্টগ্রাম
BD-C,Dhaka,ঢাকা
BD-D,Khulna,খুলনা
BD-H,Mymensingh,ময়মনসিংহ
BD-E,Rajshahi,রাজশাহী
BD-F,Rangpur,রংপুর
BD-G,Sylhet,সিলেট
