Code,Subdivision name ,Subdivision category
CG-BZV,Brazzaville,department
CG-11,Bouenza,department
,Cuvette,department
CG-15,Cuvette-Ouest,department
,Kouilou,department
,Lékoumou,department
,Likouala,department
,Niari,department
CG-14,Plateaux,department
CG-16,Pointe-Noire,department
CG-12,Pool,department
CG-13,Sangha,department
